id	throwvx_bits	throwvy_bits	throwvz_bits	injury	wpoint_x	caughtact	catchingact	pickedact	pickingact
n01544	80000000	80000000	80000000	0	0	-488803765	-488803765	-488803765	-488803765
n01545	00000000	00000000	00000000	0	0	1	1	1	1
n01546	00000000	00000000	00000000	0	0	0	0	0	0
n01547	002CD514	002CD514	002CD514	0	0	0	0	0	0
n01548	032CE8C1	032CE8C1	032CE8C1	0	0	0	0	0	0
n01549	2CD567F1	2CD567F1	2CD567F1	0	0	0	0	0	0
n01550	00000000	00000000	00000000	0	0	0	0	0	0
n01551	00000000	00000000	00000000	0	0	7097	7097	7097	7097
n01552	00000000	00000000	00000000	0	0	0	0	0	0
n01553	59C483A4	59C483A4	59C483A4	0	0	0	0	0	0
n01554	00000000	00000000	00000000	0	0	4	4	4	4
n01555	D339CF8E	D339CF8E	D339CF8E	0	0	0	0	0	0
n01556	00000000	00000000	00000000	0	0	0	0	0	0
n01557	80000000	80000000	80000000	0	0	-62	-62	-62	-62
n01558	00000000	00000000	00000000	0	0	0	0	0	0
n01559	00000000	00000000	00000000	0	0	0	0	0	0
n01560	00000000	00000000	00000000	0	0	75587419	75587419	75587419	75587419
n01561	00000000	00000000	00000000	0	0	0	0	0	0
n01562	00000000	00000000	00000000	0	0	0	0	0	0
n01563	B6BDED9E	B6BDED9E	B6BDED9E	0	0	0	0	0	0
n01564	00000000	00000000	00000000	0	0	0	0	0	0
n01565	9AAB8E2A	9AAB8E2A	9AAB8E2A	0	0	-709	-709	-709	-709
n01566	00000000	00000000	00000000	0	0	0	0	0	0
n01567	00000000	00000000	00000000	0	0	259397	259397	259397	259397
n01568	31DC7AB7	31DC7AB7	31DC7AB7	0	0	0	0	0	0
n01569	80000000	80000000	80000000	0	0	-325833975	-325833975	-325833975	-325833975
n01570	9ADD79A7	9ADD79A7	9ADD79A7	0	0	-91	-91	-91	-91
n01571	00000000	00000000	00000000	0	0	0	0	0	0
n01572	B7C2E7B3	B7C2E7B3	B7C2E7B3	0	0	-2323	-2323	-2323	-2323
n01573	6DA1D3C6	6DA1D3C6	6DA1D3C6	0	0	0	0	0	0
n01574	00000000	00000000	00000000	0	0	0	0	0	0
n01575	00000000	00000000	00000000	0	0	3	3	3	3
n01576	80000000	80000000	80000000	0	0	-80404	-80404	-80404	-80404
n01577	00000000	00000000	00000000	0	0	873	873	873	873
n01578	80000000	80000000	80000000	0	0	0	0	0	0
n01579	00000000	00000000	00000000	0	0	0	0	0	0
n01580	00000000	00000000	00000000	0	0	0	0	0	0
n01581	80000039	80000039	80000039	0	0	0	0	0	0
n01582	00000000	00000000	00000000	0	0	0	0	0	0
n01583	C1BFA6D7	C1BFA6D7	C1BFA6D7	0	0	-239564657	-239564657	-239564657	-239564657
n01584	00000000	00000000	00000000	0	0	9836719	9836719	9836719	9836719
n01585	00000000	00000000	00000000	0	0	0	0	0	0
n01586	0F00230E	0F00230E	0F00230E	0	0	6	6	6	6
n01587	00000000	00000000	00000000	0	0	2280091	2280091	2280091	2280091
n01588	00000000	00000000	00000000	0	0	0	0	0	0
n01589	00000000	00000000	00000000	0	0	-4092936	-4092936	-4092936	-4092936
n01590	00000000	00000000	00000000	0	0	0	0	0	0
n01591	00000000	00000000	00000000	0	0	0	0	0	0
n01592	BD465A4C	BD465A4C	BD465A4C	0	0	0	0	0	0
n01593	41A66666	41A66666	41A66666	0	0	2	2	2	2
n01594	002ACCE4	002ACCE4	002ACCE4	0	0	0	0	0	0
n01595	80000000	80000000	80000000	0	0	0	0	0	0
n01596	00000000	00000000	00000000	0	0	0	0	0	0
n01597	D1B0168C	D1B0168C	D1B0168C	0	0	0	0	0	0
n01598	0000F0FC	0000F0FC	0000F0FC	0	0	86449	86449	86449	86449
n01599	80000000	80000000	80000000	0	0	-3	-3	-3	-3
n01600	00000000	00000000	00000000	0	0	7721786	7721786	7721786	7721786
n01601	00000000	00000000	00000000	0	0	0	0	0	0
n01602	00000000	00000000	00000000	0	0	0	0	0	0
n01603	00000000	00000000	00000000	0	0	0	0	0	0
n01604	80000128	80000128	80000128	0	0	-414860281	-414860281	-414860281	-414860281
n01605	80000000	80000000	80000000	0	0	0	0	0	0
n01606	9003663E	9003663E	9003663E	0	0	0	0	0	0
n01607	72D8A086	72D8A086	72D8A086	0	0	858148112	858148112	858148112	858148112
n01608	5428064A	5428064A	5428064A	0	0	0	0	0	0
n01609	00000000	00000000	00000000	0	0	0	0	0	0
n01610	DEAF1967	DEAF1967	DEAF1967	0	0	-6308614	-6308614	-6308614	-6308614
n01611	00000000	00000000	00000000	0	0	0	0	0	0
n01612	00000000	00000000	00000000	0	0	8798	8798	8798	8798
n01613	CE46ADC6	CE46ADC6	CE46ADC6	0	0	0	0	0	0
n01614	80000000	80000000	80000000	0	0	0	0	0	0
n01615	00000000	00000000	00000000	0	0	0	0	0	0
n01616	00000000	00000000	00000000	0	0	0	0	0	0
n01617	80000000	80000000	80000000	0	0	0	0	0	0
n01618	DE0C9F42	DE0C9F42	DE0C9F42	0	0	0	0	0	0
n01619	00000000	00000000	00000000	0	0	0	0	0	0
n01620	63201873	63201873	63201873	0	0	295324	295324	295324	295324
n01621	00000000	00000000	00000000	0	0	0	0	0	0
n01622	69DB0F0A	69DB0F0A	69DB0F0A	0	0	0	0	0	0
n01623	80000000	80000000	80000000	0	0	-4325780	-4325780	-4325780	-4325780
n01624	80000000	80000000	80000000	0	0	0	0	0	0
n01625	80000000	80000000	80000000	0	0	-83665	-83665	-83665	-83665
n01626	CF57D8AF	CF57D8AF	CF57D8AF	0	0	0	0	0	0
n01627	00000000	00000000	00000000	0	0	0	0	0	0
n01628	00000000	00000000	00000000	0	0	-1	-1	-1	-1
n01629	00000000	00000000	00000000	0	0	59507793	59507793	59507793	59507793
n01630	00000000	00000000	00000000	0	0	0	0	0	0
n01631	00000000	00000000	00000000	0	0	0	0	0	0
n01632	00000000	00000000	00000000	0	0	-89038	-89038	-89038	-89038
n01633	00000000	00000000	00000000	0	0	0	0	0	0
n01634	77D0F1CE	77D0F1CE	77D0F1CE	0	0	0	0	0	0
n01635	00000000	00000000	00000000	0	0	0	0	0	0
n01636	80003C0E	80003C0E	80003C0E	0	0	-2154	-2154	-2154	-2154
n01637	00000000	00000000	00000000	0	0	0	0	0	0
n01638	2FAA7D8B	2FAA7D8B	2FAA7D8B	0	0	0	0	0	0
n01639	0CCC88CD	0CCC88CD	0CCC88CD	0	0	31513511	31513511	31513511	31513511
n01640	BCBF38D5	BCBF38D5	BCBF38D5	0	0	0	0	0	0
n01641	00000000	00000000	00000000	0	0	0	0	0	0
n01642	24B5039B	24B5039B	24B5039B	0	0	0	0	0	0
n01643	9648F37B	9648F37B	9648F37B	0	0	0	0	0	0
n01644	00000000	00000000	00000000	0	0	0	0	0	0
n01645	00358CC8	00358CC8	00358CC8	0	0	49177847	49177847	49177847	49177847
n01646	00000000	00000000	00000000	0	0	708	708	708	708
n01647	D4999A7C	D4999A7C	D4999A7C	0	0	-5277774	-5277774	-5277774	-5277774
n01648	00000000	00000000	00000000	0	0	-4724	-4724	-4724	-4724
n01649	00000001	00000001	00000001	0	0	0	0	0	0
n01650	00000000	00000000	00000000	0	0	271	271	271	271
n01651	D63AB69B	D63AB69B	D63AB69B	0	0	-5132336	-5132336	-5132336	-5132336
n01652	80000000	80000000	80000000	0	0	0	0	0	0
n01653	F7C8ED26	F7C8ED26	F7C8ED26	0	0	-815054	-815054	-815054	-815054
n01654	BD4665BF	BD4665BF	BD4665BF	0	0	-4843687	-4843687	-4843687	-4843687
n01655	00000000	00000000	00000000	0	0	7946763	7946763	7946763	7946763
n01656	DE799434	DE799434	DE799434	0	0	0	0	0	0
n01657	00000000	00000000	00000000	0	0	0	0	0	0
n01658	8E58601C	8E58601C	8E58601C	0	0	-26	-26	-26	-26
n01659	00000000	00000000	00000000	0	0	0	0	0	0
n01660	0EA28FAF	0EA28FAF	0EA28FAF	0	0	0	0	0	0
n01661	B17D471D	B17D471D	B17D471D	0	0	-368567	-368567	-368567	-368567
n01662	00000000	00000000	00000000	0	0	0	0	0	0
n01663	00000000	00000000	00000000	0	0	0	0	0	0
n01664	80000000	80000000	80000000	0	0	0	0	0	0
n01665	00000013	00000013	00000013	0	0	0	0	0	0
n01666	00000000	00000000	00000000	0	0	0	0	0	0
n01667	00000000	00000000	00000000	0	0	0	0	0	0
n01668	EC444CE9	EC444CE9	EC444CE9	0	0	0	0	0	0
n01669	AA47B223	AA47B223	AA47B223	0	0	0	0	0	0
n01670	00000000	00000000	00000000	0	0	0	0	0	0
n01671	80000000	80000000	80000000	0	0	0	0	0	0
n01672	55ECB5EC	55ECB5EC	55ECB5EC	0	0	0	0	0	0
n01673	00000000	00000000	00000000	0	0	5	5	5	5
n01674	8000AAD7	8000AAD7	8000AAD7	0	0	-612	-612	-612	-612
n01675	6682DDD9	6682DDD9	6682DDD9	0	0	0	0	0	0
n01676	80000000	80000000	80000000	0	0	-56438	-56438	-56438	-56438
n01677	00000000	00000000	00000000	0	0	0	0	0	0
n01678	00000000	00000000	00000000	0	0	0	0	0	0
n01679	80000000	80000000	80000000	0	0	-747	-747	-747	-747
n01680	8000C2DF	8000C2DF	8000C2DF	0	0	0	0	0	0
n01681	80000000	80000000	80000000	0	0	0	0	0	0
n01682	00000000	00000000	00000000	0	0	0	0	0	0
n01683	00000000	00000000	00000000	0	0	-563	-563	-563	-563
n01684	00000000	00000000	00000000	0	0	0	0	0	0
n01685	00000002	00000002	00000002	0	0	34	34	34	34
n01686	00000000	00000000	00000000	0	0	78298138	78298138	78298138	78298138
n01687	A444069E	A444069E	A444069E	0	0	0	0	0	0
n01688	7AD0A27A	7AD0A27A	7AD0A27A	0	0	0	0	0	0
n01689	00000000	00000000	00000000	0	0	0	0	0	0
n01690	80000000	80000000	80000000	0	0	0	0	0	0
n01691	00000000	00000000	00000000	0	0	0	0	0	0
n01692	00000000	00000000	00000000	0	0	43	43	43	43
n01693	00000000	00000000	00000000	0	0	0	0	0	0
n01694	8B810BF3	8B810BF3	8B810BF3	0	0	0	0	0	0
n01695	352C3D06	352C3D06	352C3D06	0	0	641637938	641637938	641637938	641637938
n01696	00000000	00000000	00000000	0	0	0	0	0	0
n01697	801918C0	801918C0	801918C0	0	0	0	0	0	0
n01698	15934095	15934095	15934095	0	0	0	0	0	0
n01699	00000000	00000000	00000000	0	0	0	0	0	0
n01700	D4F00DEE	D4F00DEE	D4F00DEE	0	0	0	0	0	0
n01701	80000000	80000000	80000000	0	0	0	0	0	0
n01702	DCF2E800	DCF2E800	DCF2E800	0	0	0	0	0	0
n01703	00000000	00000000	00000000	0	0	-82376743	-82376743	-82376743	-82376743
n01704	00000000	00000000	00000000	0	0	0	0	0	0
n01705	00000000	00000000	00000000	0	0	2087093513	2087093513	2087093513	2087093513
n01706	80000000	80000000	80000000	0	0	-430166	-430166	-430166	-430166
n01707	D4E93B40	D4E93B40	D4E93B40	0	0	0	0	0	0
n01708	C26FFEAF	C26FFEAF	C26FFEAF	0	0	0	0	0	0
n01709	00000000	00000000	00000000	0	0	0	0	0	0
n01710	CA444A6C	CA444A6C	CA444A6C	0	0	0	0	0	0
n01711	00000000	00000000	00000000	0	0	0	0	0	0
n01712	16080029	16080029	16080029	0	0	0	0	0	0
n01713	80000000	80000000	80000000	0	0	0	0	0	0
n01714	FC8EAFF7	FC8EAFF7	FC8EAFF7	0	0	-59270012	-59270012	-59270012	-59270012
n01715	EDD5E38A	EDD5E38A	EDD5E38A	0	0	0	0	0	0
n01716	00000000	00000000	00000000	0	0	0	0	0	0
n01717	00000000	00000000	00000000	0	0	0	0	0	0
n01718	00000000	00000000	00000000	0	0	0	0	0	0
n01719	00000000	00000000	00000000	0	0	79245192	79245192	79245192	79245192
n01720	80000000	80000000	80000000	0	0	-20	-20	-20	-20
n01721	27BF5AE1	27BF5AE1	27BF5AE1	0	0	0	0	0	0
n01722	80000000	80000000	80000000	0	0	0	0	0	0
n01723	D69EA054	D69EA054	D69EA054	0	0	-87205724	-87205724	-87205724	-87205724
n01724	2FA90D4B	2FA90D4B	2FA90D4B	0	0	0	0	0	0
n01725	7E38FD70	7E38FD70	7E38FD70	0	0	0	0	0	0
n01726	15AE2C91	15AE2C91	15AE2C91	0	0	70348352	70348352	70348352	70348352
n01727	00000000	00000000	00000000	0	0	0	0	0	0
n01728	00000000	00000000	00000000	0	0	0	0	0	0
n01729	00000000	00000000	00000000	0	0	0	0	0	0
n01730	00000000	00000000	00000000	0	0	-416	-416	-416	-416
n01731	00000000	00000000	00000000	0	0	0	0	0	0
n01732	00000000	00000000	00000000	0	0	0	0	0	0
n01733	00000000	00000000	00000000	0	0	0	0	0	0
n01734	25B72C18	25B72C18	25B72C18	0	0	0	0	0	0
n01735	00000000	00000000	00000000	0	0	0	0	0	0
n01736	80000000	80000000	80000000	0	0	0	0	0	0
n01737	06BC09B4	06BC09B4	06BC09B4	0	0	7	7	7	7
n01738	00000000	00000000	00000000	0	0	0	0	0	0
n01739	00000000	00000000	00000000	0	0	0	0	0	0
n01740	00000000	00000000	00000000	0	0	0	0	0	0
n01741	00000000	00000000	00000000	0	0	3	3	3	3
n01742	887BC6E7	887BC6E7	887BC6E7	0	0	0	0	0	0
n01743	00004931	00004931	00004931	0	0	0	0	0	0
n01744	00000000	00000000	00000000	0	0	0	0	0	0
n01745	84D67646	84D67646	84D67646	0	0	0	0	0	0
n01746	00000000	00000000	00000000	0	0	0	0	0	0
n01747	00000000	00000000	00000000	0	0	0	0	0	0
n01748	00000000	00000000	00000000	0	0	0	0	0	0
n01749	BC164A81	BC164A81	BC164A81	0	0	-91730	-91730	-91730	-91730
n01750	00000000	00000000	00000000	0	0	0	0	0	0
n01751	E57FDD76	E57FDD76	E57FDD76	0	0	0	0	0	0
n01752	00000000	00000000	00000000	0	0	0	0	0	0
n01753	00000000	00000000	00000000	0	0	0	0	0	0
n01754	00000000	00000000	00000000	0	0	0	0	0	0
n01755	00000000	00000000	00000000	0	0	0	0	0	0
n01756	00000000	00000000	00000000	0	0	-4561	-4561	-4561	-4561
n01757	81CECD1F	81CECD1F	81CECD1F	0	0	-759667	-759667	-759667	-759667
n01758	00000000	00000000	00000000	0	0	0	0	0	0
n01759	00000000	00000000	00000000	0	0	0	0	0	0
n01760	8EE2D093	8EE2D093	8EE2D093	0	0	0	0	0	0
n01761	00000000	00000000	00000000	0	0	0	0	0	0
n01762	00000000	00000000	00000000	0	0	365924257	365924257	365924257	365924257
n01763	D57AD0AB	D57AD0AB	D57AD0AB	0	0	-17235	-17235	-17235	-17235
n01764	356A690F	356A690F	356A690F	0	0	0	0	0	0
n01765	803A49F6	803A49F6	803A49F6	0	0	0	0	0	0
n01766	00000000	00000000	00000000	0	0	0	0	0	0
n01767	A0DEE50E	A0DEE50E	A0DEE50E	0	0	0	0	0	0
n01768	00000000	00000000	00000000	0	0	9	9	9	9
n01769	F48A6B7D	F48A6B7D	F48A6B7D	0	0	0	0	0	0
n01770	5D110FA9	5D110FA9	5D110FA9	0	0	0	0	0	0
n01771	00000000	00000000	00000000	0	0	0	0	0	0
n01772	00000000	00000000	00000000	0	0	391592484	391592484	391592484	391592484
n01773	00000000	00000000	00000000	0	0	0	0	0	0
n01774	80000000	80000000	80000000	0	0	-791	-791	-791	-791
n01775	00000000	00000000	00000000	0	0	0	0	0	0
n01776	00000000	00000000	00000000	0	0	0	0	0	0
n01777	00000000	00000000	00000000	0	0	-6	-6	-6	-6
n01778	00000000	00000000	00000000	0	0	0	0	0	0
n01779	00000000	00000000	00000000	0	0	0	0	0	0
n01780	00000000	00000000	00000000	0	0	0	0	0	0
n01781	AD173404	AD173404	AD173404	0	0	-8594	-8594	-8594	-8594
n01782	00000000	00000000	00000000	0	0	-7	-7	-7	-7
n01783	7AA5FCE5	7AA5FCE5	7AA5FCE5	0	0	0	0	0	0
n01784	00000000	00000000	00000000	0	0	-568369	-568369	-568369	-568369
n01785	00000000	00000000	00000000	0	0	0	0	0	0
n01786	00000000	00000000	00000000	0	0	0	0	0	0
n01787	3329D04C	3329D04C	3329D04C	0	0	0	0	0	0
n01788	00000000	00000000	00000000	0	0	0	0	0	0
n01789	60106B4E	60106B4E	60106B4E	0	0	0	0	0	0
n01790	00000000	00000000	00000000	0	0	0	0	0	0
n01791	24B7427C	24B7427C	24B7427C	0	0	794	794	794	794
n01792	00000000	00000000	00000000	0	0	0	0	0	0
n01793	0680E86D	0680E86D	0680E86D	0	0	484	484	484	484
n01794	000A3497	000A3497	000A3497	0	0	93722	93722	93722	93722
n01795	00000000	00000000	00000000	0	0	0	0	0	0
n01796	00000000	00000000	00000000	0	0	7847831	7847831	7847831	7847831
n01797	80000000	80000000	80000000	0	0	-485837	-485837	-485837	-485837
n01798	80000000	80000000	80000000	0	0	0	0	0	0
n01799	E76FE0DD	E76FE0DD	E76FE0DD	0	0	0	0	0	0
n01800	00000000	00000000	00000000	0	0	0	0	0	0
n01801	00000000	00000000	00000000	0	0	0	0	0	0
n01802	00000000	00000000	00000000	0	0	96	96	96	96
n01803	80000000	80000000	80000000	0	0	0	0	0	0
n01804	00000000	00000000	00000000	0	0	0	0	0	0
n01805	00000000	00000000	00000000	0	0	0	0	0	0
n01806	00000000	00000000	00000000	0	0	-65308956	-65308956	-65308956	-65308956
n01807	00000000	00000000	00000000	0	0	0	0	0	0
n01808	00000000	00000000	00000000	0	0	0	0	0	0
n01809	00000000	00000000	00000000	0	0	0	0	0	0
n01810	00000000	00000000	00000000	0	0	0	0	0	0
n01811	00000000	00000000	00000000	0	0	-355935022	-355935022	-355935022	-355935022
n01812	00000000	00000000	00000000	0	0	0	0	0	0
n01813	00000000	00000000	00000000	0	0	27	27	27	27
n01814	7930596F	7930596F	7930596F	0	0	572286	572286	572286	572286
n01815	00000000	00000000	00000000	0	0	214484356	214484356	214484356	214484356
n01816	00000000	00000000	00000000	0	0	-5111949	-5111949	-5111949	-5111949
n01817	B97C5863	B97C5863	B97C5863	0	0	0	0	0	0
n01818	00000000	00000000	00000000	0	0	-56	-56	-56	-56
n01819	00000000	00000000	00000000	0	0	4	4	4	4
n01820	00000000	00000000	00000000	0	0	0	0	0	0
n01821	00000000	00000000	00000000	0	0	0	0	0	0
n01822	80000000	80000000	80000000	0	0	0	0	0	0
n01823	5DF08092	5DF08092	5DF08092	0	0	0	0	0	0
n01824	9BE6EFB8	9BE6EFB8	9BE6EFB8	0	0	0	0	0	0
n01825	00000000	00000000	00000000	0	0	0	0	0	0
n01826	8B238F95	8B238F95	8B238F95	0	0	0	0	0	0
n01827	80000000	80000000	80000000	0	0	0	0	0	0
n01828	0091E74F	0091E74F	0091E74F	0	0	0	0	0	0
n01829	80000000	80000000	80000000	0	0	0	0	0	0
n01830	C554F254	C554F254	C554F254	0	0	0	0	0	0
n01831	CDA3B4D3	CDA3B4D3	CDA3B4D3	0	0	0	0	0	0
n01832	00000000	00000000	00000000	0	0	0	0	0	0
n01833	0EE7BF00	0EE7BF00	0EE7BF00	0	0	0	0	0	0
n01834	96C8A50C	96C8A50C	96C8A50C	0	0	0	0	0	0
n01835	00000000	00000000	00000000	0	0	0	0	0	0
n01836	00000000	00000000	00000000	0	0	0	0	0	0
n01837	80000000	80000000	80000000	0	0	0	0	0	0
n01838	8003C9DB	8003C9DB	8003C9DB	0	0	0	0	0	0
n01839	80000000	80000000	80000000	0	0	0	0	0	0
n01840	00000000	00000000	00000000	0	0	0	0	0	0
n01841	F1897BFF	F1897BFF	F1897BFF	0	0	0	0	0	0
n01842	3BA9DE51	3BA9DE51	3BA9DE51	0	0	0	0	0	0
n01843	00000000	00000000	00000000	0	0	0	0	0	0
n01844	9A1FB938	9A1FB938	9A1FB938	0	0	0	0	0	0
n01845	00000000	00000000	00000000	0	0	0	0	0	0
n01846	331A1950	331A1950	331A1950	0	0	0	0	0	0
n01847	00000000	00000000	00000000	0	0	0	0	0	0
n01848	325C46F3	325C46F3	325C46F3	0	0	0	0	0	0
n01849	00000000	00000000	00000000	0	0	0	0	0	0
n01850	00000000	00000000	00000000	0	0	0	0	0	0
n01851	69A8F500	69A8F500	69A8F500	0	0	0	0	0	0
n01852	00000000	00000000	00000000	0	0	0	0	0	0
n01853	00000000	00000000	00000000	0	0	0	0	0	0
n01854	EE92CD02	EE92CD02	EE92CD02	0	0	0	0	0	0
n01855	00000000	00000000	00000000	0	0	0	0	0	0
n01856	5716AC9E	5716AC9E	5716AC9E	0	0	0	0	0	0
n01857	72C2D2BB	72C2D2BB	72C2D2BB	0	0	0	0	0	0
n01858	92AFF767	92AFF767	92AFF767	0	0	0	0	0	0
n01859	3BA644D5	3BA644D5	3BA644D5	0	0	0	0	0	0
n01860	923790D5	923790D5	923790D5	0	0	0	0	0	0
n01861	E62969C9	E62969C9	E62969C9	0	0	0	0	0	0
n01862	7F0B4537	7F0B4537	7F0B4537	0	0	0	0	0	0
n01863	3D45FB7E	3D45FB7E	3D45FB7E	0	0	0	0	0	0
n01864	8A88279F	8A88279F	8A88279F	0	0	0	0	0	0
n01865	00000000	00000000	00000000	0	0	0	0	0	0
n01866	AE1C3253	AE1C3253	AE1C3253	0	0	0	0	0	0
n01867	00000000	00000000	00000000	0	0	0	0	0	0
n01868	62CAA2DA	62CAA2DA	62CAA2DA	0	0	0	0	0	0
n01869	44E9FCE4	44E9FCE4	44E9FCE4	0	0	0	0	0	0
n01870	80000000	80000000	80000000	0	0	0	0	0	0
n01871	71DD70B5	71DD70B5	71DD70B5	0	0	0	0	0	0
n01872	A374A6F6	A374A6F6	A374A6F6	0	0	0	0	0	0
n01873	00000000	00000000	00000000	0	0	0	0	0	0
n01874	37FDDB0B	37FDDB0B	37FDDB0B	0	0	0	0	0	0
n01875	744F0000	744F0000	744F0000	0	0	0	0	0	0
n01876	00000000	00000000	00000000	0	0	0	0	0	0
n01877	BEF53581	BEF53581	BEF53581	0	0	0	0	0	0
n01878	00000000	00000000	00000000	0	0	0	0	0	0
n01879	80000000	80000000	80000000	0	0	0	0	0	0
n01880	00000000	00000000	00000000	0	0	0	0	0	0
n01881	EFE17DD8	EFE17DD8	EFE17DD8	0	0	0	0	0	0
n01882	44577497	44577497	44577497	0	0	0	0	0	0
n01883	221D8CDD	221D8CDD	221D8CDD	0	0	0	0	0	0
n01884	00000000	00000000	00000000	0	0	0	0	0	0
n01885	00000000	00000000	00000000	0	0	0	0	0	0
n01886	3ADCE000	3ADCE000	3ADCE000	0	0	0	0	0	0
n01887	80000000	80000000	80000000	0	0	0	0	0	0
n01888	80000000	80000000	80000000	0	0	0	0	0	0
n01889	AA3CD911	AA3CD911	AA3CD911	0	0	0	0	0	0
n01890	80000000	80000000	80000000	0	0	0	0	0	0
n01891	00000000	00000000	00000000	0	0	0	0	0	0
n01892	80000001	80000001	80000001	0	0	0	0	0	0
n01893	753F4262	753F4262	753F4262	0	0	0	0	0	0
n01894	73FA4F1E	73FA4F1E	73FA4F1E	0	0	0	0	0	0
n01895	80000000	80000000	80000000	0	0	0	0	0	0
n01896	00000000	00000000	00000000	0	0	0	0	0	0
n01897	0DDB6ECE	0DDB6ECE	0DDB6ECE	0	0	0	0	0	0
n01898	7E880870	7E880870	7E880870	0	0	0	0	0	0
n01899	F339DB62	F339DB62	F339DB62	0	0	0	0	0	0
n01900	74D54497	74D54497	74D54497	0	0	0	0	0	0
n01901	E0FF23C5	E0FF23C5	E0FF23C5	0	0	0	0	0	0
n01902	106A701B	106A701B	106A701B	0	0	0	0	0	0
n01903	00000000	00000000	00000000	0	0	0	0	0	0
n01904	00000000	00000000	00000000	0	0	0	0	0	0
n01905	0638A4E2	0638A4E2	0638A4E2	0	0	0	0	0	0
n01906	4D31F6E2	4D31F6E2	4D31F6E2	0	0	0	0	0	0
n01907	00000000	00000000	00000000	0	0	0	0	0	0
n01908	80000000	80000000	80000000	0	0	0	0	0	0
n01909	80000000	80000000	80000000	0	0	0	0	0	0
n01910	9CC00000	9CC00000	9CC00000	0	0	0	0	0	0
n01911	00000000	00000000	00000000	0	0	0	0	0	0
n01912	800000B8	800000B8	800000B8	0	0	0	0	0	0
n01913	00000000	00000000	00000000	0	0	0	0	0	0
n01914	4809A885	4809A885	4809A885	0	0	0	0	0	0
n01915	454BF59E	454BF59E	454BF59E	0	0	0	0	0	0
n01916	80000000	80000000	80000000	0	0	0	0	0	0
n01917	BD257AA7	BD257AA7	BD257AA7	0	0	0	0	0	0
n01918	00000000	00000000	00000000	0	0	0	0	0	0
n01919	00000000	00000000	00000000	0	0	0	0	0	0
n01920	7CE6807C	7CE6807C	7CE6807C	0	0	0	0	0	0
n01921	A362E921	A362E921	A362E921	0	0	0	0	0	0
n01922	00000001	00000001	00000001	0	0	0	0	0	0
n01923	00000000	00000000	00000000	0	0	0	0	0	0
n01924	06994CD5	06994CD5	06994CD5	0	0	0	0	0	0
n01925	00000408	00000408	00000408	0	0	0	0	0	0
n01926	4D649808	4D649808	4D649808	0	0	0	0	0	0
n01927	80002F85	80002F85	80002F85	0	0	0	0	0	0
n01928	B1F80500	B1F80500	B1F80500	0	0	0	0	0	0
n01929	3294C000	3294C000	3294C000	0	0	0	0	0	0
n01930	00000000	00000000	00000000	0	0	0	0	0	0
n01931	4BE7C000	4BE7C000	4BE7C000	0	0	0	0	0	0
n01932	2C57186E	2C57186E	2C57186E	0	0	0	0	0	0
n01933	A4520B46	A4520B46	A4520B46	0	0	0	0	0	0
n01934	9A2E5000	9A2E5000	9A2E5000	0	0	0	0	0	0
n01935	00000000	00000000	00000000	0	0	0	0	0	0
n01936	6FB9D172	6FB9D172	6FB9D172	0	0	0	0	0	0
n01937	4D2365DC	4D2365DC	4D2365DC	0	0	0	0	0	0
n01938	EDB0E360	EDB0E360	EDB0E360	0	0	0	0	0	0
n01939	80000000	80000000	80000000	0	0	0	0	0	0
n01940	A0643876	A0643876	A0643876	0	0	0	0	0	0
n01941	00000000	00000000	00000000	0	0	0	0	0	0
n01942	00000000	00000000	00000000	0	0	0	0	0	0
n01943	00000000	00000000	00000000	0	0	0	0	0	0
n01944	E1528706	E1528706	E1528706	0	0	0	0	0	0
n01945	0008E717	0008E717	0008E717	0	0	0	0	0	0
n01946	23E2CAFF	23E2CAFF	23E2CAFF	0	0	0	0	0	0
n01947	37A20000	37A20000	37A20000	0	0	0	0	0	0
n01948	80000000	80000000	80000000	0	0	0	0	0	0
n01949	00000000	00000000	00000000	0	0	0	0	0	0
n01950	39C570E1	39C570E1	39C570E1	0	0	0	0	0	0
n01951	80000000	80000000	80000000	0	0	0	0	0	0
n01952	80000000	80000000	80000000	0	0	0	0	0	0
n01953	80000000	80000000	80000000	0	0	0	0	0	0
n01954	DBBB3FCE	DBBB3FCE	DBBB3FCE	0	0	0	0	0	0
n01955	00000000	00000000	00000000	0	0	0	0	0	0
n01956	00000000	00000000	00000000	0	0	0	0	0	0
n01957	18720000	18720000	18720000	0	0	0	0	0	0
n01958	80000000	80000000	80000000	0	0	0	0	0	0
n01959	A7B21000	A7B21000	A7B21000	0	0	0	0	0	0
n01960	D456B7D8	D456B7D8	D456B7D8	0	0	0	0	0	0
n01961	6EAF1CC6	6EAF1CC6	6EAF1CC6	0	0	0	0	0	0
n01962	4C577D46	4C577D46	4C577D46	0	0	0	0	0	0
n01963	6F1CC351	6F1CC351	6F1CC351	0	0	0	0	0	0
n01964	62AC0000	62AC0000	62AC0000	0	0	0	0	0	0
n01965	47100000	47100000	47100000	0	0	0	0	0	0
n01966	92138900	92138900	92138900	0	0	0	0	0	0
n01967	067548E3	067548E3	067548E3	0	0	0	0	0	0
n01968	DE427DDF	DE427DDF	DE427DDF	0	0	0	0	0	0
n01969	D2922A20	D2922A20	D2922A20	0	0	0	0	0	0
n01970	00000000	00000000	00000000	0	0	0	0	0	0
